,headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
3657,163,570,198,142,99993.107859,0.1
3658,151,548,191,124,99981.916948,0.1
3659,156,582,199,137,99982.755663,0.1
3660,154,560,192,123,100006.796757,0.1
3661,143,560,199,124,100000.984074,0.1
3662,159,570,195,123,100003.783645,0.1
3663,166,625,218,146,99998.570047,0.1
3664,153,580,206,132,100003.038025,0.1
3665,153,569,196,132,99984.051037,0.1
3666,153,543,189,114,100006.436617,0.1
3667,158,585,201,130,100003.608779,0.1
3668,150,565,201,128,100008.913238,0.1
3669,142,553,195,128,100001.124374,0.1
3670,150,560,191,126,99989.850957,0.1
3671,149,556,199,129,100004.743040,0.1
3672,157,581,203,126,99988.201751,0.1
3673,160,569,194,133,100009.899571,0.1
3674,162,591,197,133,100003.176219,0.1
3675,154,578,200,120,99993.395038,0.1
3676,148,560,197,126,100003.721105,0.1
3677,166,588,201,130,100015.926683,0.1
3678,146,571,202,127,99990.150511,0.1
3679,148,535,188,117,100016.963939,0.1
3680,154,610,220,140,100000.978298,0.1
3681,153,583,205,144,100011.053353,0.1
3682,154,585,205,126,100002.921737,0.1
3683,151,555,198,127,100004.812558,0.1
3684,150,560,199,125,100017.981625,0.1
3685,160,580,203,127,100001.874799,0.1
3686,153,575,204,126,99998.511636,0.1
3687,156,582,201,135,100001.884256,0.1
3688,152,588,210,133,100010.956875,0.1
3689,141,559,199,127,99997.859705,0.1
3690,150,575,200,125,99990.772224,0.1
3691,146,547,192,125,99997.746787,0.1
3692,143,557,197,130,100005.743576,0.1
3693,154,574,202,129,99999.863564,0.1
3694,153,574,197,126,100004.142339,0.1
3695,150,565,194,133,99992.472850,0.1
3696,146,565,202,142,100013.603768,0.1
3697,162,612,215,142,100003.863749,0.1
3698,150,536,192,125,100003.885155,0.1
3699,159,590,204,134,100000.305220,0.1
3700,158,585,207,130,100006.137185,0.1
3701,159,580,201,131,99999.177471,0.1
3702,150,592,207,139,99998.557804,0.1
3703,152,575,200,126,100007.923777,0.1
3704,162,595,200,130,99996.977282,0.1
3705,150,568,199,128,99999.436589,0.1
3706,161,575,195,124,99986.139402,0.1
3707,157,585,205,128,99997.624996,0.1
3708,166,585,195,128,99987.558602,0.1
3709,160,573,190,135,99990.613964,0.1
3710,153,560,193,131,99993.303594,0.1
3711,158,571,196,119,100019.050356,0.1
3712,162,592,202,133,100011.104042,0.1
3713,154,557,191,121,100003.240494,0.1
3714,160,565,190,126,100003.050288,0.1
3715,154,587,207,144,100011.863978,0.1
3716,154,592,201,122,99979.243361,0.1
3717,152,569,196,133,99987.606520,0.1
3718,155,577,198,135,99999.411473,0.1
3719,152,600,213,132,99992.261840,0.1
3720,156,568,194,132,99987.018168,0.1
3721,151,567,199,135,99995.782877,0.1
3722,150,560,197,134,100006.229811,0.1
3723,154,563,195,130,100009.517732,0.1
3724,153,573,199,125,99999.301574,0.1
3725,158,550,180,129,100002.900293,0.1
3726,151,568,198,134,100006.145537,0.1
3727,149,550,196,129,99974.130900,0.1
3728,151,567,198,127,100006.404644,0.1
3729,163,580,195,124,99979.233087,0.1
3730,152,563,198,128,100003.205356,0.1
3731,165,570,190,122,100005.419482,0.1
3732,159,592,203,130,100005.979456,0.1
3733,149,545,186,124,99994.153316,0.1
3734,154,576,200,127,100005.929929,0.1
3735,155,583,208,136,100005.854927,0.1
3736,150,557,193,127,100009.637007,0.1
3737,156,573,196,139,99984.369630,0.1
3738,155,600,214,135,99991.688518,0.1
3739,152,572,205,127,100003.332931,0.1
3740,150,558,192,135,99997.831873,0.1
3741,151,565,200,126,100006.883908,0.1
3742,161,602,209,140,100004.713560,0.1
3743,161,590,207,146,100002.072952,0.1
3744,149,572,207,134,100004.454530,0.1
3745,155,589,207,132,100001.776542,0.1
3746,158,573,195,132,99991.237492,0.1
3747,157,560,193,126,100005.300697,0.1
3748,165,585,200,130,99993.613993,0.1
3749,140,548,196,122,100015.504820,0.1
3750,158,565,185,129,100010.661426,0.1
3751,151,576,205,129,99993.107810,0.1
3752,160,581,200,138,100001.570763,0.1
3753,149,570,203,135,99985.726770,0.1
3754,155,550,189,114,100000.934127,0.1
3755,158,546,178,131,100015.548285,0.1
3756,148,545,187,130,100001.868181,0.1
3757,157,580,205,134,100009.428164,0.1
3758,146,555,195,130,100012.244426,0.1
3759,159,578,201,130,100001.370313,0.1
3760,144,557,199,132,100011.172459,0.1
3761,157,595,214,140,99997.889114,0.1
3762,153,563,198,134,100002.242593,0.1
3763,149,555,193,132,99984.812063,0.1
3764,156,577,205,130,99992.638762,0.1
3765,151,567,202,131,99996.422592,0.1
3766,153,564,195,122,100005.481579,0.1
3767,155,560,195,130,99988.847164,0.1
3768,160,550,190,137,100001.561726,0.1
3769,148,555,190,122,99984.003609,0.1
3770,148,562,193,122,99996.011820,0.1
3771,150,552,192,132,99993.000571,0.1
3772,150,558,195,120,100015.908443,0.1
3773,147,561,200,137,99992.343191,0.1
3774,159,565,189,125,99998.412921,0.1
3775,150,585,204,138,100008.912128,0.1
3776,152,553,191,135,99992.790525,0.1
3777,158,570,195,122,100004.271228,0.1
3778,152,573,205,133,99998.801910,0.1
3779,153,570,198,135,99990.777734,0.1
3780,150,563,199,127,99992.267795,0.1
3781,143,549,196,130,100007.505225,0.1
3782,160,578,196,127,99993.964448,0.1
3783,160,590,206,134,100007.535725,0.1
3784,155,560,191,125,100000.267089,0.1
3785,144,548,195,125,99991.449464,0.1
3786,153,569,195,131,99999.250515,0.1
3787,159,596,206,129,100021.145368,0.1
3788,152,574,201,132,100000.633452,0.1
3789,153,572,199,127,99992.124535,0.1
3790,148,560,196,135,100003.277799,0.1
3791,163,588,196,128,99996.117554,0.1
3792,154,567,199,124,99986.048711,0.1
3793,155,587,210,133,100003.700548,0.1
3794,156,562,190,132,99990.025644,0.1
3795,159,580,202,137,100012.367346,0.1
3796,158,573,190,134,100011.162991,0.1
3797,157,593,208,132,100006.752404,0.1
3798,157,569,197,136,100000.224520,0.1
3799,171,633,222,140,99991.289625,0.1
3800,153,578,200,136,100002.874336,0.1
3801,155,573,197,131,99992.378152,0.1
3802,150,565,199,132,100010.707256,0.1
3803,156,571,198,113,99986.233484,0.1
3804,150,557,195,129,100014.517198,0.1
3805,145,575,203,128,99998.919901,0.1
3806,157,559,187,136,99993.078251,0.1
3807,158,609,214,131,99988.534247,0.1
3808,154,585,208,131,100005.679306,0.1
3809,156,594,208,139,100004.238714,0.1
3810,148,564,198,134,100007.391154,0.1
3811,151,565,196,125,99998.920074,0.1
3812,151,565,199,144,99994.157180,0.1
3813,153,567,198,130,100001.031647,0.1
3814,153,585,204,133,99987.831751,0.1
3815,155,580,200,123,99998.310969,0.1
3816,155,579,203,133,99991.608841,0.1
3817,155,580,206,130,100012.798566,0.1
3818,148,567,203,132,100004.643221,0.1
3819,153,558,190,129,99995.952314,0.1
3820,149,558,191,123,99994.815469,0.1
3821,162,584,204,130,100010.537833,0.1
3822,152,563,198,131,99993.648568,0.1
3823,150,558,191,120,99998.606889,0.1
3824,153,555,190,116,100005.641719,0.1
3825,158,551,184,127,99992.320909,0.1
3826,170,595,199,135,100012.633591,0.1
3827,150,553,194,135,100002.584679,0.1
3828,151,554,193,130,100015.800176,0.1
3829,162,580,196,129,100000.067840,0.1
3830,148,557,196,134,100027.873614,0.1
3831,154,578,203,121,100004.061326,0.1
3832,155,578,201,135,100001.872481,0.1
3833,150,565,196,130,99986.699704,0.1
3834,151,563,196,122,100002.605435,0.1
3835,160,584,198,131,99986.144609,0.1
3836,158,597,204,135,99997.115794,0.1
3837,155,577,199,130,99996.706400,0.1
3838,154,581,206,133,100008.936805,0.1
3839,160,580,206,131,99996.909271,0.1
3840,160,562,189,139,99997.199045,0.1
3841,150,563,195,133,99992.131641,0.1
3842,167,584,197,128,99996.330623,0.1
3843,163,596,204,137,99994.412273,0.1
3844,160,557,194,129,100018.139746,0.1
3845,150,562,194,129,99991.427853,0.1
3846,157,578,200,133,99988.495799,0.1
3847,155,563,190,132,99993.764217,0.1
3848,150,580,204,122,100010.881105,0.1
3849,148,565,203,132,99980.602362,0.1
3850,156,585,206,120,100013.923665,0.1
3851,158,563,194,128,99990.696864,0.1
3852,152,573,201,120,99990.060189,0.1
3853,146,547,195,131,99986.702922,0.1
3854,146,558,196,130,100004.471753,0.1
3855,148,581,209,134,99993.038722,0.1
3856,154,577,198,132,100001.583190,0.1
3857,153,593,209,141,100000.127048,0.1
3858,153,558,200,126,99975.841123,0.1
3859,161,589,200,133,99999.088990,0.1
3860,158,576,204,136,100003.798553,0.1
3861,150,580,204,136,99987.124517,0.1
3862,147,561,197,128,99986.569413,0.1
3863,153,565,194,135,99999.066389,0.1
3864,163,575,193,132,100015.593456,0.1
3865,151,556,194,126,100014.305897,0.1
3866,158,578,195,128,100017.105298,0.1
3867,159,576,190,130,99991.276768,0.1
3868,160,599,208,140,100005.540152,0.1
3869,151,557,196,128,99994.608011,0.1
3870,147,573,203,131,100006.916360,0.1
3871,153,569,200,128,99999.076627,0.1
3872,156,561,192,133,99981.459397,0.1
3873,155,569,197,136,100005.687335,0.1
3874,159,576,196,130,99979.221400,0.1
3875,137,532,191,129,100023.476159,0.1
3876,160,572,193,129,100027.061249,0.1
3877,153,570,198,136,99993.486385,0.1
3878,166,575,194,133,99999.502906,0.1
3879,150,572,195,127,100000.797895,0.1
3880,157,566,195,136,100003.679227,0.1
3881,153,561,197,130,100005.917342,0.1
3882,150,570,201,127,99983.463301,0.1
3883,163,612,213,128,99989.695540,0.1
3884,150,573,205,124,100008.408611,0.1
3885,153,566,196,125,100004.500259,0.1
3886,146,575,208,140,99993.401606,0.1
3887,156,584,205,136,99986.760774,0.1
3888,162,603,214,133,100003.638469,0.1
3889,151,560,196,132,99995.809149,0.1
3890,163,620,220,147,100009.843517,0.1
3891,152,560,195,128,100010.655906,0.1
3892,161,595,206,131,100007.016544,0.1
3893,156,589,211,129,100003.201012,0.1
3894,153,569,203,132,100002.888784,0.1
3895,153,558,192,131,100008.825978,0.1
3896,152,564,194,123,99992.700348,0.1
3897,158,582,200,127,99984.087836,0.1
3898,165,585,199,130,100005.951893,0.1
3899,148,559,193,132,100002.733338,0.1
3900,148,575,207,133,100002.981123,0.1
3901,160,557,191,123,99998.673634,0.1
3902,150,578,204,132,99977.489235,0.1
3903,150,564,204,118,100028.935926,0.1
3904,157,575,198,135,100027.421552,0.1
3905,155,565,196,139,99994.897820,0.1
3906,159,595,208,139,100008.333512,0.1
3907,147,556,195,125,100000.889221,0.1
3908,151,557,192,123,100002.533886,0.1
3909,153,578,203,133,100003.432924,0.1
3910,155,572,200,136,100010.735028,0.1
3911,149,593,210,139,99993.309505,0.1
3912,153,565,196,128,100007.153537,0.1
3913,153,553,189,130,100007.076617,0.1
3914,153,560,193,132,99974.512833,0.1
3915,155,580,199,133,100014.683405,0.1
3916,147,550,195,133,100006.574194,0.1
3917,155,579,200,132,99994.177827,0.1
3918,150,573,201,127,100000.478801,0.1
3919,160,571,192,137,100005.124678,0.1
3920,148,545,188,126,99997.156808,0.1
3921,153,562,196,123,100005.254102,0.1
3922,155,594,209,137,99979.491239,0.1
3923,155,569,201,124,100002.119086,0.1
3924,152,540,182,126,100011.105079,0.1
3925,158,583,205,134,100007.513543,0.1
3926,154,568,199,133,100002.178671,0.1
3927,155,575,203,134,99992.194830,0.1
3928,152,590,212,130,100000.703579,0.1
3929,152,545,185,130,99988.136972,0.1
3930,160,579,202,127,100001.206071,0.1
3931,154,592,209,135,99998.255854,0.1
3932,151,558,196,137,100004.994419,0.1
3933,152,554,193,127,100013.888425,0.1
3934,155,560,190,123,100008.505420,0.1
3935,157,568,196,137,99991.684641,0.1
3936,160,587,201,136,99990.325020,0.1
3937,153,597,210,147,99991.342715,0.1
3938,156,561,191,136,99991.295505,0.1
3939,151,577,202,133,99989.614658,0.1
3940,156,567,195,133,100019.915152,0.1
3941,152,581,205,137,100012.996292,0.1
3942,150,558,193,127,99994.079274,0.1
3943,150,543,191,126,100000.496594,0.1
3944,151,573,200,137,100024.780054,0.1
3945,158,580,199,125,99982.213053,0.1
3946,154,579,202,132,100003.957531,0.1
3947,147,552,190,128,100020.032718,0.1
3948,152,562,198,133,100001.488232,0.1
3949,160,595,204,133,99994.486583,0.1
3950,161,580,195,132,100012.698679,0.1
3951,149,577,198,128,100022.607477,0.1
3952,144,569,199,131,99998.170842,0.1
3953,159,573,198,124,100011.934555,0.1
3954,156,563,195,130,99990.406683,0.1
3955,161,563,187,122,100002.639666,0.1
3956,153,583,203,131,100006.390336,0.1
3957,143,556,196,132,99995.483488,0.1
3958,150,597,209,141,99994.702694,0.1
3959,156,590,201,135,100006.329175,0.1
3960,157,564,197,133,100008.749961,0.1
3961,159,580,201,140,99989.506309,0.1
3962,142,562,202,127,99993.926482,0.1
3963,146,559,196,125,100004.181378,0.1
3964,157,561,195,125,99984.582203,0.1
3965,163,588,202,138,99989.748057,0.1
3966,157,592,208,133,100003.259749,0.1
3967,154,578,208,135,100008.051443,0.1
3968,160,577,198,133,100002.737389,0.1
3969,152,581,205,127,99999.240599,0.1
3970,148,568,199,126,100016.824781,0.1
3971,149,554,196,124,100002.021872,0.1
3972,155,591,207,141,99994.720381,0.1
3973,156,568,203,131,99979.287357,0.1
3974,151,571,199,127,100005.261653,0.1
3975,151,595,211,130,99995.497169,0.1
3976,153,580,203,135,99996.512465,0.1
3977,154,570,200,130,99998.943813,0.1
3978,166,598,203,142,99991.382652,0.1
3979,152,583,205,129,100004.731357,0.1
3980,152,554,192,136,99998.611186,0.1
3981,157,579,202,142,100026.521397,0.1
3982,159,586,204,138,99993.437530,0.1
3983,146,555,196,130,100002.795620,0.1
3984,153,590,204,129,99993.922849,0.1
3985,157,573,198,137,100007.298136,0.1
3986,159,557,194,126,99991.128125,0.1
3987,156,551,188,127,100000.773272,0.1
3988,155,563,191,128,100000.734163,0.1
3989,152,573,200,131,100004.160262,0.1
3990,154,571,193,130,99981.208000,0.1
3991,159,573,196,131,100005.754588,0.1
3992,151,578,203,137,100001.020624,0.1
3993,152,575,205,125,100011.843037,0.1
3994,157,582,198,139,99992.051570,0.1
3995,148,557,192,127,99998.740969,0.1
3996,165,605,214,135,99990.396536,0.1
3997,153,572,197,139,99991.560867,0.1
3998,152,583,203,122,100006.283417,0.1
3999,145,543,188,125,100005.372145,0.1
4000,158,555,190,125,99998.596290,0.1
4001,149,571,200,138,100001.416417,0.1
4002,149,579,203,141,100003.119686,0.1
4003,155,570,195,130,100007.690852,0.1
4004,148,576,202,125,100005.842858,0.1
4005,153,591,213,137,100017.885927,0.1
4006,158,564,193,128,99999.753690,0.1
4007,151,576,203,140,100014.902898,0.1
4008,150,579,202,126,99996.789229,0.1
4009,145,558,197,128,100005.608060,0.1
4010,158,577,199,131,100002.707857,0.1
4011,152,583,204,138,100007.666687,0.1
4012,156,587,202,135,100000.333484,0.1
4013,151,577,201,137,100017.605723,0.1
4014,157,579,200,122,99979.664143,0.1
4015,152,588,207,133,100008.602361,0.1
4016,154,588,209,133,100006.981684,0.1
4017,145,565,195,129,100007.682132,0.1
4018,150,585,211,133,100017.517959,0.1
4019,156,565,194,133,100013.260701,0.1
4020,160,577,197,132,99985.951000,0.1
4021,158,588,211,145,100011.251364,0.1
4022,146,558,195,128,99995.589307,0.1
4023,163,588,199,135,100002.202242,0.1
4024,159,547,180,130,100004.481111,0.1
4025,161,575,197,129,99991.549094,0.1
4026,143,551,195,132,99986.295701,0.1
4027,156,583,204,133,100001.555004,0.1
4028,154,580,202,128,100001.445099,0.1
4029,157,569,196,137,99994.240390,0.1
4030,154,581,203,140,99990.871997,0.1
4031,160,589,201,136,100000.059869,0.1
4032,161,569,195,128,99996.996604,0.1
4033,149,540,186,125,99999.429881,0.1
4034,163,598,204,128,100018.480323,0.1
4035,160,575,197,125,100005.833765,0.1
4036,150,551,193,125,100013.381854,0.1
4037,160,566,193,138,99993.783625,0.1
4038,158,577,199,136,100016.046587,0.1
4039,153,563,195,122,99999.785289,0.1
4040,166,596,204,129,100001.328801,0.1
4041,151,580,205,122,100000.615269,0.1
4042,141,541,188,117,100003.673168,0.1
4043,163,574,198,138,99984.523668,0.1
4044,148,555,195,134,100000.013863,0.1
4045,151,550,186,138,100006.810429,0.1
4046,152,577,205,137,100014.284017,0.1
4047,153,580,203,139,100004.523405,0.1
4048,148,555,192,130,99993.345590,0.1
4049,148,553,189,131,99986.215523,0.1
4050,150,573,205,131,100003.317936,0.1
4051,150,571,201,134,99981.924703,0.1
4052,148,526,180,128,99998.635253,0.1
4053,146,548,193,132,100005.346564,0.1
4054,156,580,199,120,100001.045804,0.1
4055,158,553,187,138,99997.392975,0.1
4056,157,590,204,129,99981.045662,0.1
4057,147,562,196,120,99999.537120,0.1
4058,150,576,205,133,100010.587722,0.1
4059,153,570,201,126,99997.543386,0.1
4060,150,570,198,132,99995.853530,0.1
4061,154,579,198,128,100004.043978,0.1
4062,151,562,200,132,100007.034278,0.1
4063,145,560,199,126,100008.888223,0.1
4064,162,556,181,137,99991.291302,0.1
4065,155,568,199,132,99995.141449,0.1
4066,151,563,195,131,100003.027424,0.1
4067,153,572,200,128,100009.995427,0.1
4068,147,552,191,133,100014.067153,0.1
4069,150,553,192,132,99993.950817,0.1
4070,154,552,190,120,100008.941735,0.1
4071,149,536,182,120,100013.268656,0.1
4072,151,565,199,130,100002.865931,0.1
4073,146,560,194,123,99997.823859,0.1
4074,150,564,200,124,99990.268665,0.1
4075,149,565,197,127,100010.798128,0.1
4076,151,562,192,131,99999.929720,0.1
4077,151,554,187,140,100014.581008,0.1
4078,149,558,196,135,100017.890767,0.1
4079,148,555,194,127,99986.674357,0.1
4080,150,560,197,118,99995.321233,0.1
4081,153,615,220,135,99998.970196,0.1
4082,141,548,191,110,99989.535917,0.1
4083,138,535,180,125,99991.832697,0.1
4084,146,588,207,129,100015.179868,0.1
4085,153,593,206,125,99993.822043,0.1
4086,140,522,181,116,100002.628581,0.1
4087,146,570,194,127,99980.995728,0.1
4088,146,582,197,128,99993.339679,0.1
4089,143,551,185,132,99992.062659,0.1
4090,143,562,184,117,99991.907293,0.1
4091,146,528,176,115,99998.721348,0.1
4092,146,614,213,129,99998.645457,0.1
4093,152,598,210,127,99985.211661,0.1
4094,144,540,182,110,99995.070954,0.1
4095,145,553,185,127,100007.949473,0.1
4096,147,586,194,122,99989.077865,0.1
4097,148,572,198,123,100020.865146,0.1
4098,150,568,190,122,100013.166530,0.1
4099,148,568,195,115,99995.335861,0.1
4100,146,592,206,123,99978.626878,0.1
4101,141,532,185,113,99978.450838,0.1
4102,144,560,195,117,99992.496290,0.1
4103,153,554,180,127,99992.719635,0.1
4104,138,536,185,121,99990.510612,0.1
4105,151,572,192,127,100017.538009,0.1
4106,151,576,194,132,100009.752031,0.1
4107,150,562,188,117,100009.137997,0.1
4108,139,544,181,128,99992.936953,0.1
4109,148,550,188,122,100008.453939,0.1
4110,145,547,185,130,99999.985680,0.1
4111,134,525,176,121,100001.132885,0.1
4112,154,545,177,136,100004.681007,0.1
4113,148,550,183,123,100028.477821,0.1
4114,150,573,196,126,99985.597913,0.1
4115,133,564,194,120,99998.302484,0.1
4116,155,577,193,130,99981.946812,0.1
4117,143,538,182,128,100006.080220,0.1
4118,152,553,183,120,100002.182036,0.1
4119,144,577,186,125,100021.754704,0.1
4120,143,533,185,125,100005.770495,0.1
4121,151,550,190,133,99985.268194,0.1
4122,147,582,200,133,99987.532426,0.1
4123,147,559,194,128,100017.860629,0.1
4124,149,553,188,126,99976.934175,0.1
4125,152,560,194,138,100009.921343,0.1
4126,151,555,182,127,99990.843671,0.1
4127,150,565,195,125,99997.561027,0.1
4128,145,557,191,129,100000.348121,0.1
4129,147,565,193,120,99987.932910,0.1
4130,148,560,190,128,99992.177214,0.1
4131,139,541,183,128,99999.174415,0.1
4132,153,568,193,129,100017.293380,0.1
4133,147,580,202,136,100006.582762,0.1
4134,142,553,192,126,99992.068965,0.1
4135,149,565,186,131,99999.824497,0.1
4136,150,557,181,133,99991.994394,0.1
4137,148,555,190,132,100001.610385,0.1
4138,141,552,192,127,99989.639707,0.1
4139,152,580,190,134,99996.595587,0.1
4140,138,545,196,127,100017.755660,0.1
4141,150,570,192,137,99987.454633,0.1
4142,144,555,188,130,100007.862159,0.1
4143,151,574,199,132,99997.211199,0.1
4144,150,565,195,126,100006.934560,0.1
4145,141,548,190,133,99998.680432,0.1
4146,143,553,188,125,99999.597114,0.1
4147,150,573,190,132,100000.336781,0.1
4148,146,563,192,120,100014.068679,0.1
4149,139,554,187,120,100010.553358,0.1
4150,145,561,198,125,100002.110957,0.1
4151,145,552,191,129,100014.463938,0.1
4152,136,554,184,117,100011.922939,0.1
4153,141,537,181,118,100011.195516,0.1
4154,155,564,186,146,100012.311231,0.1
4155,143,545,192,120,99986.768282,0.1
4156,151,549,187,130,100017.151873,0.1
4157,150,575,197,134,99988.264268,0.1
4158,146,560,188,120,99998.864773,0.1
4159,150,599,195,134,100007.045516,0.1
4160,156,550,185,139,99979.130047,0.1
4161,148,564,194,124,100000.766465,0.1
